symbol,name,current,chg,first_percent,current_year_percent,volume,amount,turnover_rate,pe_ttm,dividend_yield,market_capital
SZ300164,通源石油,4.85,0.14,14.66,22.47,37068500,178933771.0,7.64,77.334,0.0,2865906851.0
SZ301503,智迪科技,34.63,1.0,23.68,9.62,5733766,196709308.97,28.67,34.828,,2770400000.0
SH688683,莱尔科技,22.25,0.64,85.7,11.71,1014627,22503189.0,1.73,75.945,0.449,3452708920.0
SH600642,申能股份,6.98,0.2,-21.43,30.32,36503662,252590990.0,0.75,21.222,2.292,34267809436.0
SH688766,普冉股份,111.1,3.18,225.79,8.94,1945697,213140574.0,4.53,622.04,0.123,8389748164.0
SZ002564,*ST天沃,3.15,0.09,15.25,-42.1,46905557,145804618.61,5.46,,0.0,2705549103.0
SZ301263,泰恩康,19.94,0.57,75.31,12.49,4470296,88855156.8,1.67,49.121,1.951,8484420150.0
SZ301182,凯旺科技,22.49,0.64,78.24,20.03,2870200,62814313.28,7.98,130.729,0.445,2155030033.0
SH688486,龙迅股份,92.0,2.61,35.87,42.49,408956,37015274.0,2.75,121.439,0.326,6371815304.0
SZ000717,中南股份,3.17,0.09,93.56,12.42,65276870,206947194.59,2.69,,0.946,7683590520.0
SH600860,京城股份,12.75,0.36,28.87,-7.81,24814558,319060936.0,5.8,1821.23,0.0,6913891347.0
SH600886,国投电力,13.09,0.37,1210.0,20.87,27626598,357984076.0,0.4,20.959,2.101,97575213543.0
SH688087,英科再生,23.42,0.66,255.28,-5.04,1191422,27770200.0,1.16,22.823,0.611,4414169515.0
SH603456,九洲药业,27.71,0.78,44.01,-33.69,16076400,449087594.0,1.79,25.08,1.444,24924932409.0
SZ300339,润和软件,23.94,0.67,17.21,28.92,40833376,969896516.17,5.29,172.935,0.0,19066075534.0
SZ002475,立讯精密,33.25,0.93,38.85,5.21,86763095,2869497196.33,1.22,25.288,0.391,237147359516.0
SZ300634,彩讯股份,21.78,0.61,43.93,43.41,21394379,463091118.8,4.96,39.956,0.464,9749887785.0
SH600589,*ST榕泰,2.52,0.07,237.98,22.93,16254892,40166054.0,2.31,,0.0,1774163868.0
SZ002097,山河智能,6.86,0.19,170.7,16.47,32595846,224025918.92,3.35,,0.0,7458277510.0
SZ000688,国城矿业,15.2,0.42,0.0,-6.01,3706554,55845097.87,0.33,106.262,0.23,16988248369.0
SH688372,伟测科技,99.13,2.73,81.59,36.11,1017479,101431004.0,4.17,49.806,0.66,11238755698.0
SH600027,华电国际,5.84,0.16,78.97,2.61,129548928,749119998.0,1.52,97.633,3.425,59728957017.0
SZ000711,*ST京蓝,1.83,0.05,383.86,-35.34,28704327,51760457.25,2.92,,0.0,1873312103.0
SH600745,闻泰科技,47.78,1.3,905.0,-9.13,26887745,1282310640.0,2.16,41.893,0.0,59381395577.0
SZ002654,万润科技,10.64,0.29,36.83,111.11,112389018,1153325072.66,14.33,,0.0,8994019068.0
SZ300476,胜宏科技,23.21,0.63,43.99,81.21,45376083,1043945070.4,5.3,28.062,0.819,20023003358.0
SZ300256,ST星星,3.34,0.09,19.24,18.02,31304843,102833347.2,2.1,70.595,0.0,7576433909.0
SH688629,华丰科技,20.77,0.56,149.57,124.3,10394063,213883857.0,18.98,83.905,,9574821100.0
SH688496,清越科技,15.97,0.43,8.84,76.41,4353842,69358283.0,5.27,114.891,0.413,7186500000.0
SH600961,株冶集团,9.32,0.25,35.14,31.27,13110333,120892003.0,2.49,131.274,0.0,9999173592.0
SZ300335,迪森股份,5.61,0.15,17.85,25.76,23192136,128168070.44,6.0,32.373,2.193,2676039497.0
SZ301299,卓创资讯,56.14,1.49,62.35,13.93,2462461,135918846.12,16.42,59.761,1.425,3368400000.0
SH603863,松炀资源,21.54,0.57,44.02,67.63,4992600,106282697.0,2.44,,0.0,4408161000.0
SZ000993,闽东电力,11.34,0.3,34.61,11.18,16752380,188210753.81,3.81,30.609,0.0,5193169500.0
SH688601,力芯微,43.25,1.14,327.63,15.05,1101124,47123478.0,1.55,53.513,0.775,5782209275.0
SZ300578,会畅通讯,20.07,0.53,44.02,29.4,3608900,71768991.0,1.86,1952.622,0.0,3998540882.0
SH688628,优利德,44.1,1.16,274.67,54.68,1968524,87588144.0,4.35,46.477,0.857,4890373891.0
SH601020,华钰矿业,9.9,0.26,44.01,20.52,28948115,281088414.0,3.68,46.108,0.0,7793945181.0
SZ301102,兆讯传媒,24.7,0.65,-14.67,-2.04,3027380,75470718.05,4.26,36.731,0.559,7163000000.0
SZ000581,威孚高科,18.35,0.48,0.0,4.16,23688406,436964044.2,2.87,,0.545,18397339202.0
SH688668,鼎通科技,75.17,1.97,123.67,15.29,4156283,310344615.0,8.93,43.846,0.931,7429735448.0
SH600654,ST中安,2.29,0.06,,-9.84,11322911,25747026.0,0.5,,0.0,6557002800.0
SH688535,华海诚科,88.28,2.28,79.0,152.96,4060945,356070348.0,24.71,176.561,0.227,7123882871.0
SZ000531,穗恒运A,7.37,0.19,78.12,20.46,11880895,86744518.2,1.45,92.964,0.95,6058872460.0
SZ300338,ST开元,5.43,0.14,-4.0,21.21,11674400,63026625.0,3.86,24.819,0.0,2186496428.0
SZ002879,长缆科技,15.94,0.41,44.01,16.84,2809320,44077150.0,2.09,180.943,0.941,3078135782.0
SZ301236,软通动力,24.51,0.63,-16.85,4.51,14782239,360967665.3,2.17,24.885,1.359,23356588248.0
SH600157,永泰能源,1.56,0.04,0.0,1.96,716410871,1109048209.0,3.22,17.313,0.0,34659712066.0
SZ300366,创意信息,11.81,0.3,44.01,22.77,30407961,356091945.58,6.13,,0.0,7175474332.0
SZ000727,冠捷科技,2.36,0.06,0.0,19.8,94887183,223176076.84,2.78,,0.0,10689778073.0
SH688772,珠海冠宇,22.84,0.58,133.19,23.1,8477640,192906246.0,1.12,,0.394,25623203511.0
SH603110,东方材料,27.3,0.69,44.02,-19.06,3222944,87425195.0,1.6,240.413,0.549,5493489784.0
SH601686,友发集团,7.54,0.19,44.01,30.06,9284200,69485988.0,1.65,28.327,1.989,10784601807.0
SH603871,嘉友国际,17.82,0.45,44.0,13.02,6988362,124069370.0,1.0,16.071,2.009,12453336801.0
SZ301123,奕东电子,25.35,0.63,32.5,18.2,3840782,96224447.72,5.03,50.299,1.972,5921760000.0
SZ301051,信濠光电,61.51,1.53,38.69,94.53,1038236,63167238.59,1.67,,0.0,7381200000.0
SZ300907,康平科技,22.12,0.55,319.65,25.28,2189700,48021438.0,5.92,66.646,1.13,2123520000.0
SH688031,星环科技-U,101.09,2.51,60.54,11.09,1118980,112356500.0,3.98,,0.0,12215924654.0
SZ300840,酷特智能,12.85,0.32,43.94,44.31,6040200,77144503.0,3.41,31.974,0.28,3084000000.0
SZ300576,容大感光,36.7,0.91,44.05,95.71,11643736,425545929.64,8.2,150.263,0.117,9043757717.0
SH688210,统联精密,18.74,0.46,7.93,20.12,1566529,29486329.0,1.51,36.316,0.982,2965554683.0
SZ000586,汇源通信,15.06,0.37,277.5,81.88,5373900,79957058.97,2.78,149.752,0.0,2913206400.0
SH603088,宁波精达,9.02,0.22,43.99,28.74,14623600,130620105.0,3.4,25.992,2.439,3950989288.0
SZ300220,ST金运,6.96,0.17,51.97,-33.46,2786220,19213056.6,1.84,,0.0,1052352000.0
SH603859,能科科技,43.45,1.06,44.03,66.28,2912133,125445126.0,1.75,34.518,0.0,7237394069.0
SH601975,招商南油,3.28,0.08,-23.2,-16.75,176822105,580583480.0,3.64,9.167,0.0,15917131021.0
SH600792,云煤能源,3.71,0.09,0.0,6.92,10758000,39768654.0,1.09,,0.0,3672616556.0
SZ300726,宏达电子,39.91,0.97,44.0,-8.46,4939139,197988670.52,2.31,20.018,1.253,16436528214.0
SZ000709,河钢股份,2.47,0.06,78.42,11.27,160747905,395835679.94,1.56,19.08,1.619,25532689097.0
SH603093,南华期货,14.07,0.34,44.01,55.25,18462832,256786490.0,3.03,30.625,0.398,8583627115.0
SZ002886,沃特股份,19.48,0.47,44.03,17.6,6990899,137002946.59,4.07,301.576,0.077,4413652345.0
SZ002179,中航光电,43.33,1.04,181.41,-1.52,15842993,685819464.61,0.78,30.898,0.976,91861608519.0
SZ300606,金太阳,19.98,0.48,44.02,70.19,6273600,124551220.5,5.34,150.371,0.0,2799771426.0
SH688395,正弦电气,24.18,0.58,124.58,34.8,1179177,28451021.0,3.49,42.876,0.662,2079480000.0
SZ002923,润都股份,13.73,0.33,43.97,11.83,5442414,74761931.83,2.11,29.141,1.821,4598084817.0
SH603679,华体科技,14.56,0.35,43.96,22.05,4258820,61364985.0,2.61,,0.0,2375873806.0
SZ301022,海泰科,29.32,0.7,80.46,43.3,9423248,295395034.55,22.22,48.048,0.788,2439424000.0
SH603100,川仪股份,36.05,0.86,44.05,17.21,2396847,86537132.0,0.61,23.338,1.664,14239569750.0
SH601011,宝泰隆,3.81,0.09,43.06,9.8,47998092,181174891.0,2.51,52.434,0.0,7298681894.0
SZ002120,韵达股份,10.64,0.25,178.87,-25.63,53823552,573833188.07,1.91,20.678,0.489,30880083640.0
SH600187,国中水务,2.97,0.07,0.0,-16.1,114475112,339040812.0,7.09,,0.0,4792929876.0
SZ000517,荣安地产,3.41,0.08,-90.7,28.44,130922295,446376411.04,5.25,13.825,9.384,10857175674.0
SH600418,江淮汽车,15.14,0.35,32.83,15.31,211918777,3234335165.0,9.7,,0.0,33065908236.0
SZ300301,*ST长方,1.73,0.04,6.55,-6.49,16578336,28629974.28,2.1,,0.0,1366888170.0
SH603209,兴通股份,22.0,0.51,44.01,-14.76,1635943,35818331.0,0.98,26.29,0.486,6160000000.0
SH600507,方大特钢,5.18,0.12,32.77,-13.95,43040885,222848066.0,1.92,24.521,0.0,12074891955.0
SH601212,白银有色,3.02,0.07,43.82,16.21,64476782,193147761.0,0.87,,0.033,22362419023.0
SZ300142,沃森生物,27.8,0.64,43.53,-30.81,33415831,933525187.97,2.13,51.837,0.036,44684260055.0
SZ002075,沙钢股份,4.34,0.1,93.41,11.81,46909709,204443982.28,2.13,31.148,1.152,9577389490.0
SZ002742,ST三圣,3.9,0.09,43.99,-14.1,6348700,24663987.0,1.54,,0.0,1684800000.0
SZ002724,海洋王,8.67,0.2,44.03,8.18,4928504,42332056.07,0.65,50.67,0.807,6688887608.0
SH688143,长盈通,31.31,0.72,37.4,-11.7,1510723,46360859.0,5.79,60.842,1.223,3843794881.0
SH600231,凌钢股份,2.63,0.06,60.93,22.33,101492651,267532875.0,3.56,,0.0,7501178060.0
SZ300525,博思软件,16.7,0.38,44.01,1.52,9200583,153068603.16,1.51,52.42,0.293,12527085830.0
SZ002319,乐通股份,16.28,0.37,206.93,38.91,2147800,34756508.0,1.07,,0.0,3256000000.0
SZ300806,斯迪克,19.31,0.44,44.01,15.55,2298894,44230054.98,0.86,51.386,0.223,8759378294.0
SH600605,汇通能源,19.85,0.45,,95.22,3459644,67698915.0,1.68,302.922,0.504,4094706216.0
SZ300647,超频三,7.07,0.16,43.97,-12.39,8839647,61476967.05,1.99,,0.0,3233259640.0
SH603712,七一二,28.76,0.65,43.96,-17.3,4769927,136614357.0,0.62,28.482,0.382,22202720000.0
SH900922,三毛B股,0.488,0.011,,-9.46,582064,283336.0,1.19,,0.0,98083775.0
SH603179,新泉股份,49.65,1.12,43.97,29.97,5621102,279189275.0,1.15,44.915,0.604,24194542860.0
SZ002222,福晶科技,26.13,0.59,167.01,66.74,14873060,384234980.95,3.49,49.292,0.957,11170575000.0
SH688018,乐鑫科技,120.37,2.72,106.25,33.52,1341488,159796473.0,1.66,98.607,0.0,9724445060.0
SZ001267,汇绿生态,6.24,0.14,53.96,-17.81,14735792,90256241.3,4.07,83.22,0.962,4865149711.0
SZ300075,数字政通,19.62,0.44,25.93,34.59,27525233,537198326.67,5.39,45.616,0.209,12172447300.0
SH600803,新奥股份,18.82,0.42,60.0,20.05,7572851,141442354.0,0.52,9.049,2.71,58311842964.0
SH688255,凯尔达,29.22,0.65,10.76,60.23,1861657,54371539.0,2.7,105.116,0.637,3210076181.0
SZ002384,东山精密,22.97,0.51,167.58,-6.72,29579852,672806383.12,2.13,15.869,0.479,39275652501.0
SZ300354,东华测试,40.95,0.91,37.91,7.6,826700,33841828.0,1.03,44.493,0.432,5664212231.0
SH688112,鼎阳科技,51.81,1.15,128.22,-16.34,1139479,58520511.0,2.57,52.671,1.1,8248152984.0
SH603192,汇得科技,20.35,0.45,43.98,-9.2,1776878,35995013.0,1.28,52.53,0.737,2821866673.0
SH600306,*ST商城,7.72,0.17,170.95,-9.18,398801,3076805.0,0.22,,0.0,1787758367.0
SZ000798,中水渔业,10.89,0.24,0.0,-0.91,20973819,232351444.31,5.73,763.879,0.0,3984201374.0
SH600689,上海三毛,10.94,0.24,199.25,20.48,15335060,166711043.0,10.08,,0.0,2198845292.0
SH601991,大唐发电,3.2,0.07,70.81,14.7,100427810,319013023.0,0.81,421.163,0.906,59221473613.0
SH600629,华建集团,7.36,0.16,-28.86,68.06,109404702,795974313.0,11.58,18.505,0.272,7143292440.0
SH688185,康希诺,89.83,1.95,87.45,-38.48,2806248,252466435.0,4.17,,0.0,22228424427.0
SZ301323,新莱福,43.04,0.93,38.22,10.19,5238341,222550342.99,22.4,37.359,,4515881186.0
SZ300548,博创科技,28.7,0.62,44.0,70.88,18675941,529942093.55,8.16,42.115,0.707,8208791737.0
SH603823,百合花,11.15,0.24,43.96,-8.28,2936702,32491357.0,0.71,28.132,1.453,4595589307.0
SZ000659,珠海中富,3.25,0.07,1009.62,3.5,24835021,80981011.08,1.93,,0.0,4178533190.0
SH601168,西部矿业,12.56,0.27,143.62,38.14,49693979,620305284.0,2.09,8.94,11.146,29930480000.0
SZ000751,锌业股份,3.74,0.08,0.0,23.43,41330257,153373903.53,2.93,73.173,0.0,5272911103.0
SH600617,国新能源,4.67,0.1,308.6,15.31,20501388,95437296.0,2.1,919.605,0.0,6435232568.0
SH600578,京能电力,3.74,0.08,137.4,15.08,50833749,189041300.0,0.76,27.286,3.209,25037771892.0
SZ003021,兆威机电,72.94,1.56,44.0,52.04,3309184,234869157.0,5.49,79.935,0.233,12473832495.0
SZ300550,和仁科技,15.0,0.32,43.97,-5.12,2896613,43065949.89,1.11,,0.0,3941077515.0
SZ300782,卓胜微,123.0,2.61,44.01,7.78,4979749,603609521.81,1.18,90.396,0.138,65657719062.0
SH600795,国电电力,3.77,0.08,0.0,-9.37,153048821,571420173.0,0.86,24.608,2.653,67240283939.0
SH600397,安源煤业,3.3,0.07,102.34,8.91,33867501,112138186.0,3.42,23.848,0.0,3266867611.0
SH600982,宁波能源,4.7,0.1,120.48,13.34,41183106,191895438.0,3.72,15.94,2.872,5252849180.0
SZ300379,东方通,19.8,0.42,44.0,-2.93,7781315,153405536.83,1.8,638.511,0.152,11221111994.0
SH603528,多伦科技,8.05,0.17,44.02,25.88,19410300,151482628.0,3.11,100.9,0.87,5024349282.0
SZ002005,ST德豪,1.42,0.03,42.42,-4.05,9469300,13434527.0,0.54,,0.0,2488443298.0
SH600121,郑州煤电,4.76,0.1,0.0,-5.56,44653722,212242612.0,3.66,70.439,0.0,5799641301.0
SZ000791,甘肃能源,5.73,0.12,0.0,9.75,15627695,88934564.04,0.98,31.974,1.047,9171097266.0
SZ000525,ST红太阳,9.57,0.2,191.04,-17.5,5509400,52035698.35,0.95,12.689,0.0,5557996395.0
SH600850,电科数字,22.53,0.47,661.33,13.64,3862326,86321916.0,0.7,30.39,1.332,15434725015.0
SZ300054,鼎龙股份,23.03,0.48,8.12,8.38,4547024,103763171.46,0.62,61.274,0.217,21653775540.0
SH603901,永创智能,14.91,0.31,44.02,-4.73,2313500,34267684.0,0.48,24.866,0.872,7278532591.0
SH600010,包钢股份,1.93,0.04,23.55,0.52,666319943,1288698984.0,2.12,,0.0,87631538539.0
SZ300740,水羊股份,21.76,0.45,43.99,44.84,47746643,1036857814.03,13.39,45.952,0.46,8474754831.0
SZ300331,苏大维格,23.36,0.48,2.05,24.72,4738998,109785153.51,2.36,,0.0,6065711001.0
SZ301386,未来电器,27.7,0.57,-5.64,-6.24,6247451,170592233.55,18.82,46.938,1.444,3878000000.0
SH603937,丽岛新材,12.66,0.26,44.0,9.11,2446600,30822414.0,1.17,35.279,1.027,2644420800.0
SZ002673,西部证券,7.34,0.15,66.67,21.46,132015131,963907698.5,3.21,40.844,0.668,32806729715.0
SZ002052,ST同洲,1.95,0.04,122.69,-24.71,8704600,16787930.0,1.17,,0.0,1454621403.0
SH600284,浦东建设,6.88,0.14,127.01,5.56,28135286,192844853.0,2.9,12.587,3.052,6675361280.0
SZ002049,紫光国微,95.22,1.94,46.44,-27.77,21367158,2032980428.1,2.52,30.13,0.0,80900668238.0
SZ301195,北路智控,44.17,0.9,-5.54,-10.29,923510,40355481.2,2.24,27.965,1.358,5809315256.0
SZ002212,天融信,9.84,0.2,83.27,-1.5,16765167,164124847.79,1.43,65.288,0.0,11658750747.0
SZ300691,联合光电,16.76,0.34,43.98,35.63,7939162,132554647.88,4.01,57.582,0.597,4484921647.0
SH600462,ST九有,1.97,0.04,58.37,-4.83,2815760,5481051.0,0.47,,0.0,1215647600.0
SZ300224,正海磁材,12.8,0.26,14.7,3.84,17536736,223080667.64,2.15,23.97,1.563,10498815270.0
SZ300259,新天科技,3.96,0.08,40.64,22.53,14465166,56789492.6,1.78,16.304,2.525,4632414003.0
SH688361,中科飞测-U,74.9,1.51,189.62,217.37,2177870,162957587.0,3.63,381.374,,23968000000.0
SH603031,安孚科技,48.99,0.99,43.98,5.02,1019920,49728900.0,0.91,59.689,0.0,5486880000.0
SZ002110,三钢闽光,4.95,0.1,75.67,6.54,28813648,142084172.42,1.18,,1.01,12135302378.0
SZ300779,惠城环保,49.88,1.0,44.0,46.28,1963400,95938622.0,2.06,152.889,0.0,6742395222.0
SZ000698,沈阳化工,4.47,0.09,95.31,-19.31,13986953,62314693.47,1.78,,0.0,3663229346.0
SZ000415,渤海租赁,2.49,0.05,80.0,12.67,70519946,174098225.44,1.31,,0.0,15399457992.0
SZ002496,辉丰股份,2.49,0.05,29.62,7.79,76728124,188418229.03,6.73,,0.0,3753898296.0
SZ002493,荣盛石化,12.97,0.26,17.57,6.78,52654740,680472489.77,0.55,,1.157,131328059250.0
SZ301361,众智科技,25.4,0.51,21.82,13.55,2517838,63403666.4,8.66,44.19,0.197,2954934400.0
SZ000065,北方国际,16.61,0.33,0.0,102.14,34324274,570660419.08,3.79,22.95,0.379,16639292001.0
SH600997,开滦股份,6.54,0.13,55.71,5.08,10861254,70616842.0,0.68,6.599,8.869,10384211026.0
SH601857,中国石油,8.08,0.16,163.23,67.34,129472883,1038893839.0,0.08,9.596,5.235,1478809500769.0
SH600355,精伦电子,3.53,0.07,64.52,8.95,54316806,191262394.0,11.04,,0.0,1737074876.0
SZ000928,中钢国际,10.14,0.2,0.0,77.24,43145808,437425040.83,3.34,18.428,3.412,13092612534.0
SZ000536,华映科技,2.03,0.04,519.05,7.98,62449103,126106531.36,2.26,,0.0,5615046590.0
SZ300349,金卡智能,13.78,0.27,7.1,48.14,6578479,90337585.42,1.73,17.648,0.726,5912368599.0
SZ300449,汉邦高科,6.64,0.13,43.98,41.58,9411316,61522987.64,3.18,,0.0,1980439089.0
SH600008,首创环保,3.06,0.06,93.99,13.08,92736808,281521185.0,1.26,7.099,4.248,22462207472.0
SH688478,晶升股份,44.08,0.86,30.69,35.55,1836097,79793642.0,6.42,159.875,,6099177512.0
SZ000959,首钢股份,4.1,0.08,7.57,8.75,37021009,151308967.81,0.62,,1.951,32061463597.0
SH600322,天房发展,2.56,0.05,133.6,13.27,255418197,660617462.0,23.1,,0.0,2830592000.0
SZ000692,*ST惠天,2.56,0.05,129.93,-24.71,2771501,7035429.53,0.52,,0.0,1364052419.0
SZ300495,*ST美尚,2.05,0.04,44.0,-26.79,15229900,31342821.0,3.23,,0.0,1382272950.0
SZ002443,金洲管道,7.19,0.14,-0.18,14.97,20039800,143458849.27,3.86,14.968,0.695,3742650389.0
SZ300570,太辰光,40.46,0.78,44.0,182.58,21786438,877087359.58,11.25,50.258,1.236,9305670528.0
SH688011,新光光电,22.75,0.44,84.22,5.52,1184836,26904759.0,1.78,,0.0,2275000000.0
SZ000061,农产品,7.23,0.14,152.39,27.69,20693691,148862460.06,1.22,56.594,0.553,12269050667.0
SH688590,新致软件,22.79,0.44,151.26,137.89,8763532,196372129.0,5.44,,0.0,5442392067.0
SH600126,杭钢股份,4.71,0.09,0.0,15.25,24480457,114967156.0,0.72,131.602,1.062,15906560581.0
SZ000898,鞍钢股份,3.13,0.06,0.0,17.52,56584473,177091324.82,0.71,,0.224,29420255110.0
SZ002024,ST易购,2.09,0.04,100.24,-7.52,51465808,108234589.88,0.65,,0.0,19457982879.0
SZ000883,湖北能源,4.72,0.09,0.0,12.38,27092284,126915532.8,0.42,33.399,1.271,30778881111.0
SZ300762,上海瀚讯,14.69,0.28,43.98,11.59,29882648,434746125.18,4.76,94.585,0.095,9234653145.0
SH688258,卓易信息,58.07,1.1,108.38,42.12,1568404,90997549.0,1.8,121.081,0.138,5049569239.0
SZ300876,蒙泰高新,26.35,0.5,201.39,-13.56,1058102,27540156.02,3.75,57.856,0.759,2529602082.0
SH600167,联美控股,6.88,0.13,0.0,12.37,6102437,41697847.0,0.27,16.358,3.052,15742261988.0
SZ000795,英洛华,6.93,0.13,103.58,8.17,30013128,205971324.57,2.65,32.694,1.154,7856430834.0
SH600805,悦达投资,4.79,0.09,135.15,12.71,11164580,53208190.0,1.31,37.577,0.0,4075784626.0
SH600728,佳都科技,5.87,0.11,112.7,11.17,71767149,417774624.0,3.36,11.983,0.0,12588170770.0
SZ002797,第一创业,6.42,0.12,43.98,14.81,224696231,1456422006.34,5.44,57.427,0.623,26979408000.0
SZ300821,东岳硅材,10.23,0.19,44.06,-11.55,10515051,106627641.3,0.88,61.464,0.978,12276000000.0
SH688439,振华风光,97.09,1.8,49.54,-18.03,1065424,102335283.0,2.38,56.254,0.39,19418000000.0
SZ002086,*ST东洋,2.69,0.05,86.25,-3.24,4301702,11535034.32,0.68,,0.0,2034581500.0
SZ002484,江海股份,19.49,0.36,17.02,-12.19,8521070,165321123.33,1.08,23.511,0.77,16412558060.0
SH600489,中金黄金,10.84,0.2,117.78,35.8,48382347,525327177.0,1.0,23.691,2.592,52544868194.0
SZ300594,朗进科技,23.39,0.43,44.01,36.07,1337400,31022964.5,1.48,,0.0,2144356022.0
SZ001203,大中矿业,11.47,0.21,43.99,-8.98,7393650,84468584.5,1.71,23.9,2.616,17297007614.0
SH603113,金能科技,8.75,0.16,43.98,-2.11,6074300,52864205.0,0.71,,1.371,7482012781.0
SH688058,宝兰德,49.95,0.91,26.36,22.25,377705,18695135.0,0.67,,0.0,2797200000.0
SH600528,中铁工业,10.38,0.19,76.63,36.04,24187535,250286248.0,1.09,12.211,1.407,23059705483.0
SZ301252,同星科技,47.16,0.86,97.24,49.81,3031721,140557979.0,15.16,43.431,,3772800000.0
SH601162,天风证券,3.84,0.07,44.13,33.8,1784374967,6909581644.0,20.59,,0.0,33276508662.0
SZ000655,金岭矿业,7.11,0.13,1081.25,8.24,6670951,47219864.4,1.12,23.682,0.703,4232869035.0
SZ300180,华峰超纤,3.86,0.07,2.33,0.0,29452698,113992578.89,2.02,,0.0,6797692198.0
SZ300037,新宙邦,49.65,0.9,44.88,15.38,4429639,221186932.26,0.82,24.81,1.007,37024245405.0
SH688111,金山办公,413.5,7.5,175.51,56.59,2964814,1221178973.0,0.64,168.356,0.176,190921435847.0
SH603603,*ST博天,3.31,0.06,44.07,-30.32,6289979,20641056.0,0.77,1.892,0.0,3205721101.0
SZ002482,*ST广田,2.2,0.04,15.53,20.88,14638750,32257182.0,0.96,,0.0,3382015245.0
SZ002776,*ST柏龙,2.2,0.04,44.01,-27.87,10258600,22392466.0,1.91,,0.0,1183576033.0
SZ000630,铜陵有色,3.31,0.06,171.43,7.94,193963601,644191121.01,1.84,12.646,1.511,34842825249.0
SZ300041,回天新材,11.57,0.21,27.45,-6.94,10911972,125350489.68,2.0,20.029,1.003,6472484494.0
SZ002418,康盛股份,3.32,0.06,-5.61,14.09,42221703,138133584.78,3.72,105.931,0.0,3772848000.0
SZ300249,依米康,9.39,0.17,92.0,11.65,14358523,133975425.82,3.9,,0.0,4136182264.0
SH600203,福日电子,6.13,0.11,0.0,4.79,11008241,67090006.0,1.86,,0.0,3635016943.0
SZ300415,伊之密,20.64,0.37,43.99,18.72,11996573,246278003.64,2.84,25.143,1.696,9672050214.0
SZ002828,贝肯能源,8.89,0.16,44.01,1.48,6995070,61956298.56,3.61,,0.0,1786779764.0
SH600918,中泰证券,7.86,0.14,44.06,22.62,120122546,943050613.0,3.02,35.967,0.331,54773398442.0
SZ002434,万里扬,9.57,0.17,4.03,18.88,29941632,285115074.61,2.28,37.151,0.0,12561582000.0
SZ002465,海格通信,10.15,0.18,31.39,26.96,17738631,178647159.44,0.79,35.534,1.478,23390154011.0
SH600620,天宸股份,12.96,0.23,-3.29,16.65,10959250,141763012.0,1.6,131.545,0.231,8899335384.0
SH603030,*ST全筑,2.83,0.05,43.96,7.2,10140200,28438810.0,1.75,,0.0,1641747581.0
SH600221,海航控股,1.7,0.03,30.43,-8.6,157942415,266789242.0,0.48,,0.0,73466575310.0
SZ001299,美能能源,16.37,0.29,43.97,-18.96,2366884,38545091.45,5.05,37.327,0.0,3070679640.0
SH688636,智明达,45.81,0.81,212.99,-35.31,1782475,81945136.0,3.99,52.812,0.0,3446858788.0
SH600845,宝信软件,48.88,0.86,260.0,32.88,5137697,250054043.0,0.3,52.667,1.365,117438625449.0
SH600153,建发股份,11.4,0.2,0.0,-9.7,119672662,1360700995.0,4.21,5.664,7.018,34258949742.0
SH601139,深圳燃气,7.42,0.13,118.27,15.64,14022302,103038255.0,0.49,17.022,1.752,21345340265.0
SZ000758,中色股份,5.15,0.09,0.0,8.42,47962761,245108625.27,2.44,76.763,0.0,10264072951.0
